n,ro_mean,ro_min,ro_max,valid_rate,valid_count
500,0.009640000000000001,0.002,0.02,0.0,0
1500,0.009493333333333333,0.0026666666666666666,0.019333333333333334,0.16,8
2500,0.009184,0.004,0.0124,0.3,15
3500,0.008668571428571428,0.004857142857142857,0.012285714285714285,0.22,11
4500,0.00908,0.005333333333333333,0.012222222222222223,0.12,6
5500,0.008818181818181817,0.006727272727272728,0.012363636363636363,0.34,17
6500,0.008744615384615385,0.006615384615384615,0.011384615384615385,0.34,17
7500,0.008562666666666668,0.006266666666666667,0.012266666666666667,0.2,10
8500,0.008816470588235294,0.006588235294117647,0.011764705882352941,0.46,23
9500,0.008869473684210528,0.0070526315789473685,0.012,0.42,21
10500,0.00879238095238095,0.007047619047619047,0.011428571428571429,0.34,17
11500,0.00911304347826087,0.006956521739130435,0.010608695652173913,0.38,19
12500,0.0087472,0.00728,0.01056,0.5,25
13500,0.008816296296296296,0.007703703703703704,0.010888888888888889,0.48,24
14500,0.00897103448275862,0.0074482758620689656,0.011379310344827587,0.5,25
15500,0.008936774193548387,0.007806451612903225,0.01032258064516129,0.46,23
16500,0.00892,0.007393939393939394,0.010121212121212121,0.52,26
17500,0.008980571428571428,0.0072,0.010685714285714286,0.34,17
18500,0.00894054054054054,0.006702702702702703,0.010648648648648649,0.5,25
19500,0.008876923076923076,0.0071794871794871795,0.010102564102564103,0.54,27
20500,0.008765853658536587,0.006975609756097561,0.01024390243902439,0.46,23
21500,0.008687441860465116,0.007395348837209302,0.00986046511627907,0.48,24
22500,0.008908444444444445,0.007688888888888889,0.0104,0.36,18
23500,0.00900936170212766,0.007574468085106383,0.009914893617021277,0.34,17
24500,0.008970612244897959,0.007551020408163266,0.010448979591836735,0.54,27
25500,0.008809411764705882,0.00784313725490196,0.00984313725490196,0.5,25
26500,0.008866415094339622,0.007660377358490566,0.010150943396226415,0.48,24
27500,0.008892363636363636,0.007745454545454546,0.010436363636363636,0.52,26
28500,0.008946666666666665,0.007929824561403509,0.010140350877192983,0.52,26
29500,0.008820338983050848,0.007728813559322034,0.010271186440677966,0.48,24
30500,0.008898360655737705,0.00780327868852459,0.010360655737704918,0.38,19
31500,0.008817142857142857,0.007841269841269842,0.009841269841269842,0.56,28
32500,0.008969846153846155,0.007661538461538462,0.010184615384615384,0.6,30
33500,0.00883820895522388,0.00826865671641791,0.010119402985074627,0.68,34
34500,0.008762898550724638,0.007768115942028985,0.010492753623188406,0.46,23
35500,0.008909859154929577,0.0076619718309859156,0.010225352112676056,0.46,23
