k,n,ro_mean,ro_min,ro_max,valid_rate,valid_count
999,501,0.004036167664670659,0.0,0.012,0.0,0
998,502,0.0049900199600798395,0.0,0.013972055888223553,0.0,0
997,502,0.004068039220364052,0.0,0.01195219123505976,0.0,0
996,503,0.004701195219123505,0.0,0.0099601593625498,0.0,0
995,503,0.003620983263764029,0.0,0.013916500994035786,0.0,0
994,504,0.0036578150146738615,0.0,0.009940357852882704,0.0,0
993,504,0.004408154249108522,0.0,0.011928429423459244,0.0,0
992,505,0.004444208706584945,0.0,0.011904761904761904,0.0,0
991,505,0.003567656765676568,0.0,0.009900990099009901,0.0,0
990,506,0.004514460141666341,0.0,0.013861386138613862,0.0,0
989,506,0.0041541110632802416,0.0,0.011881188118811881,0.0,0
988,507,0.004347514247179799,0.0,0.011857707509881422,0.0,0
987,507,0.0038688401899104243,0.0,0.011834319526627219,0.0,0
986,508,0.004259733805463666,0.0,0.011834319526627219,0.0,0
985,508,0.004687912531643603,0.0,0.00984251968503937,0.0,0
984,509,0.004841591510295004,0.0,0.011811023622047244,0.0,0
983,509,0.0045208297882214634,0.0,0.011787819253438114,0.0,0
982,510,0.004596324973997458,0.0,0.009823182711198428,0.0,0
981,510,0.004433683886128126,0.0,0.009823182711198428,0.0,0
980,511,0.004899198035378535,0.0,0.011764705882352941,0.0,0
979,511,0.005286520087487049,0.0,0.0136986301369863,0.0,0
977,512,0.004297792318982387,0.0,0.009765625,0.0,0
978,512,0.00473359527886497,0.0,0.015655577299412915,0.0,0
975,513,0.004290326510721247,0.0,0.01364522417153996,0.0,0
976,513,0.004724811159844054,0.0,0.015625,0.0,0
974,514,0.005297669162096768,0.0,0.011695906432748537,0.0,0
973,514,0.0045537427659074195,0.0,0.011673151750972763,0.0,0
972,515,0.003655320917230176,0.0,0.009727626459143969,0.0,0
971,515,0.0046215858864417664,0.0,0.013592233009708738,0.0,0
970,516,0.0049279747121246335,0.0,0.013592233009708738,0.0,0
969,516,0.003953864679762173,0.0,0.009708737864077669,0.0,0
968,517,0.004645914863628867,0.0,0.01160541586073501,0.0,0
967,518,0.0037519697094165177,0.0,0.009671179883945842,0.0,0
966,518,0.004403934191168233,0.0,0.011583011583011582,0.0,0
965,519,0.0049025821858191794,0.0,0.011560693641618497,0.0,0
964,519,0.005243823509719463,0.0,0.013513513513513514,0.0,0
962,520,0.004194234474581295,0.0,0.011538461538461539,0.0,0
963,520,0.004198458574181118,0.0,0.015384615384615385,0.0,0
961,521,0.00422936660268714,0.0,0.011538461538461539,0.0,0
