n,ro_mean,ro_min,ro_max,valid_rate,valid_count
500,0.00196,0.0,0.008,0.0,0
1500,0.0013733333333333336,0.0,0.004,0.0,0
2500,0.0015119999999999997,0.0004,0.0032,0.16,8
3500,0.0016514285714285717,0.00028571428571428574,0.002857142857142857,0.0,0
4500,0.0016,0.00044444444444444447,0.003111111111111111,0.06,3
5500,0.0016145454545454544,0.0005454545454545455,0.0030909090909090908,0.1,5
6500,0.0015384615384615385,0.0003076923076923077,0.0024615384615384616,0.22,11
7500,0.0016719999999999999,0.0006666666666666666,0.0029333333333333334,0.1,5
8500,0.0015200000000000003,0.0007058823529411765,0.002352941176470588,0.14,7
9500,0.0016210526315789476,0.0008421052631578948,0.0022105263157894735,0.26,13
10500,0.0015352380952380952,0.00038095238095238096,0.0026666666666666666,0.08,4
11500,0.0015686956521739131,0.0006956521739130435,0.0025217391304347826,0.12,6
12500,0.0016559999999999997,0.00088,0.00256,0.1,5
13500,0.0015955555555555556,0.000962962962962963,0.0023703703703703703,0.18,9
14500,0.0016110344827586207,0.000896551724137931,0.0023448275862068967,0.36,18
15500,0.0016180645161290325,0.000967741935483871,0.00232258064516129,0.24,12
16500,0.001596363636363636,0.0009696969696969697,0.0021212121212121214,0.08,4
17500,0.0016479999999999997,0.0008571428571428571,0.0021142857142857144,0.22,11
18500,0.0016118918918918918,0.001081081081081081,0.002162162162162162,0.22,11
19500,0.0015835897435897436,0.0009230769230769231,0.002205128205128205,0.22,11
20500,0.0016,0.0011707317073170731,0.0021951219512195124,0.14,7
21500,0.0015906976744186046,0.0009767441860465116,0.0020930232558139536,0.38,19
22500,0.0015484444444444445,0.0010666666666666667,0.002,0.38,19
23500,0.001625531914893617,0.001276595744680851,0.0022127659574468087,0.28,14
24500,0.0016081632653061223,0.0011836734693877551,0.002,0.3,15
25500,0.0016149019607843138,0.0010588235294117646,0.00207843137254902,0.16,8
26500,0.0016075471698113206,0.0012452830188679246,0.0019622641509433963,0.26,13
27500,0.0016050909090909093,0.0012,0.0022181818181818184,0.3,15
28500,0.0016877192982456143,0.0013333333333333333,0.0019298245614035089,0.32,16
29500,0.00159864406779661,0.0012203389830508474,0.0018983050847457628,0.18,9
30500,0.0015790163934426232,0.0011475409836065574,0.002262295081967213,0.2,10
31500,0.001641904761904762,0.0010793650793650793,0.002126984126984127,0.22,11
32500,0.0015895384615384617,0.0013230769230769231,0.0019384615384615384,0.54,27
33500,0.0016071641791044781,0.0010746268656716418,0.002507462686567164,0.42,21
34500,0.0015750724637681158,0.0011594202898550724,0.0022028985507246378,0.38,19
35500,0.0016157746478873238,0.0012394366197183099,0.002,0.18,9
36500,0.0015610958904109587,0.0010410958904109589,0.0021095890410958904,0.28,14
37500,0.0016474666666666667,0.0011733333333333333,0.002,0.42,21
38500,0.0016654545454545455,0.001142857142857143,0.002077922077922078,0.26,13
39500,0.0016886075949367088,0.001088607594936709,0.00220253164556962,0.24,12
40500,0.0016059259259259256,0.0014074074074074073,0.0019012345679012346,0.52,26
