n,ro_mean,ro_min,ro_max,valid_rate,valid_count
500,0.23447999999999997,0.188,0.274,0.44,22
1500,0.23310666666666666,0.21266666666666667,0.24933333333333332,0.74,37
2500,0.23368800000000003,0.2124,0.2564,0.76,38
3500,0.2303657142857143,0.21428571428571427,0.25057142857142856,0.88,44
4500,0.23379111111111112,0.21955555555555556,0.254,0.92,46
5500,0.23160727272727274,0.21963636363636363,0.248,0.94,47
6500,0.23332923076923082,0.22246153846153846,0.24046153846153845,1.0,50
7500,0.23267733333333332,0.22253333333333333,0.24546666666666667,0.98,49
8500,0.23288470588235297,0.22,0.24352941176470588,0.96,48
9500,0.23382947368421053,0.22557894736842105,0.24263157894736842,1.0,50
10500,0.23252761904761904,0.21914285714285714,0.23923809523809525,0.98,49
11500,0.23321913043478262,0.2242608695652174,0.2402608695652174,1.0,50
12500,0.2320464,0.22312,0.23992,1.0,50
13500,0.23295703703703702,0.22414814814814815,0.23896296296296296,1.0,50
14500,0.23319862068965516,0.22758620689655173,0.23820689655172414,1.0,50
15500,0.23259870967741936,0.2245806451612903,0.23961290322580645,1.0,50
16500,0.23258424242424244,0.22515151515151516,0.23951515151515151,1.0,50
17500,0.23303314285714286,0.2272,0.23885714285714285,1.0,50
18500,0.232052972972973,0.22583783783783784,0.23983783783783783,1.0,50
19500,0.23256410256410256,0.224,0.23953846153846153,1.0,50
20500,0.23177853658536585,0.22414634146341464,0.2370731707317073,1.0,50
21500,0.2328037209302326,0.22446511627906976,0.24037209302325582,1.0,50
22500,0.23228266666666667,0.22493333333333335,0.2372,1.0,50
23500,0.23246638297872338,0.22646808510638297,0.24,1.0,50
24500,0.23280979591836734,0.22489795918367347,0.23946938775510204,1.0,50
25500,0.23268549019607843,0.22341176470588237,0.24074509803921568,1.0,50
26500,0.23212377358490566,0.22841509433962265,0.23781132075471698,1.0,50
27500,0.23258618181818178,0.22876363636363636,0.2374181818181818,1.0,50
28500,0.2324645614035088,0.22708771929824562,0.23950877192982456,1.0,50
29500,0.2323525423728814,0.22576271186440677,0.23783050847457626,1.0,50
30500,0.2333331147540984,0.22740983606557377,0.2376065573770492,1.0,50
31500,0.23241396825396823,0.22857142857142856,0.23653968253968255,1.0,50
32500,0.23275015384615386,0.2264923076923077,0.23781538461538462,1.0,50
33500,0.23280955223880595,0.22719402985074627,0.2366268656716418,1.0,50
34500,0.23276347826086954,0.22860869565217393,0.23692753623188406,1.0,50
35500,0.2319633802816902,0.22822535211267606,0.23588732394366196,1.0,50
36500,0.2325654794520548,0.2283013698630137,0.23736986301369864,1.0,50
37500,0.2334794666666667,0.22826666666666667,0.23773333333333332,1.0,50
38500,0.2324249350649351,0.22794805194805196,0.23716883116883117,1.0,50
39500,0.23316050632911392,0.22784810126582278,0.238,1.0,50
40500,0.23233580246913577,0.22748148148148148,0.2359753086419753,1.0,50
41500,0.23269783132530122,0.22872289156626507,0.2363132530120482,1.0,50
42500,0.23290682352941175,0.22901176470588236,0.2376705882352941,1.0,50
43500,0.23311862068965522,0.23025287356321839,0.23839080459770115,1.0,50
44500,0.2326584269662922,0.22892134831460675,0.23849438202247192,1.0,50
