n,ro_mean,ro_min,ro_max,valid_rate,valid_count
500,0.00612,0.0,0.016,0.22,11
1500,0.005706666666666666,0.0,0.012666666666666666,0.12,6
2500,0.006071999999999999,0.0032,0.0096,0.22,11
3500,0.00592,0.0034285714285714284,0.009714285714285713,0.22,11
4500,0.005786666666666667,0.004,0.010222222222222223,0.2,10
5500,0.0056981818181818175,0.0038181818181818182,0.0076363636363636364,0.18,9
6500,0.00571076923076923,0.0036923076923076922,0.008,0.32,16
7500,0.005770666666666667,0.0026666666666666666,0.008,0.16,8
8500,0.006004705882352942,0.004352941176470588,0.008,0.16,8
9500,0.005684210526315791,0.004210526315789474,0.007684210526315789,0.3,15
10500,0.005687619047619048,0.003904761904761905,0.007333333333333333,0.3,15
11500,0.0058104347826086955,0.00408695652173913,0.0071304347826086955,0.26,13
12500,0.005715199999999999,0.00424,0.0072,0.38,19
13500,0.005838518518518518,0.00437037037037037,0.007407407407407408,0.48,24
14500,0.005702068965517242,0.004068965517241379,0.007931034482758621,0.32,16
15500,0.005783225806451613,0.004451612903225806,0.007354838709677419,0.54,27
16500,0.005613333333333334,0.004484848484848485,0.006787878787878788,0.44,22
17500,0.005836571428571429,0.0044571428571428574,0.0070857142857142855,0.4,20
18500,0.005805405405405405,0.004864864864864865,0.006864864864864865,0.46,23
19500,0.005775384615384615,0.00441025641025641,0.0069743589743589745,0.42,21
20500,0.005804878048780489,0.004731707317073171,0.006926829268292683,0.5,25
21500,0.005821395348837209,0.004558139534883721,0.006790697674418604,0.52,26
22500,0.005740444444444444,0.004622222222222222,0.006622222222222222,0.46,23
23500,0.005755744680851062,0.004553191489361702,0.006765957446808511,0.44,22
24500,0.005777959183673469,0.004612244897959183,0.0069387755102040816,0.46,23
25500,0.005767058823529412,0.0048627450980392155,0.007176470588235294,0.38,19
26500,0.005838490566037736,0.004641509433962264,0.007358490566037735,0.42,21
27500,0.005651636363636363,0.004909090909090909,0.006654545454545455,0.44,22
28500,0.005832280701754387,0.004842105263157895,0.007017543859649123,0.56,28
29500,0.005783050847457628,0.004813559322033898,0.006406779661016949,0.52,26
30500,0.005780983606557377,0.005049180327868852,0.0065901639344262295,0.54,27
31500,0.005966984126984129,0.004920634920634921,0.006888888888888889,0.56,28
32500,0.005755692307692308,0.0047692307692307695,0.006953846153846154,0.58,29
33500,0.005749253731343284,0.004925373134328359,0.006358208955223881,0.46,23
34500,0.005804057971014493,0.004898550724637681,0.006753623188405797,0.56,28
35500,0.0057605633802816905,0.004901408450704225,0.006535211267605634,0.5,25
36500,0.005869589041095892,0.005041095890410959,0.006904109589041096,0.48,24
37500,0.005741866666666665,0.004506666666666667,0.00656,0.54,27
38500,0.005721558441558442,0.004961038961038961,0.0063896103896103895,0.64,32
39500,0.005797468354430381,0.005063291139240506,0.006506329113924051,0.54,27
40500,0.005848888888888889,0.004987654320987654,0.006691358024691358,0.48,24
41500,0.0057460240963855425,0.00491566265060241,0.006289156626506024,0.54,27
42500,0.005812235294117647,0.0051764705882352945,0.006658823529411765,0.72,36
43500,0.005869425287356321,0.005172413793103448,0.006574712643678161,0.72,36
44500,0.005732584269662921,0.005191011235955056,0.006314606741573033,0.46,23
45500,0.005772747252747254,0.005076923076923077,0.00643956043956044,0.54,27
46500,0.005714408602150537,0.005032258064516129,0.006494623655913978,0.6,30
47500,0.005798315789473684,0.005242105263157895,0.006484210526315789,0.58,29
48500,0.0058243298969072165,0.004948453608247422,0.006618556701030928,0.68,34
49500,0.005762020202020201,0.004484848484848485,0.006303030303030303,0.52,26
50500,0.005736237623762377,0.0049504950495049506,0.006435643564356435,0.68,34
51500,0.005822524271844661,0.005048543689320388,0.006563106796116505,0.58,29
52500,0.00572952380952381,0.004838095238095238,0.006342857142857143,0.54,27
53500,0.005803738317757009,0.005009345794392523,0.006672897196261682,0.68,34
54500,0.005747155963302751,0.005229357798165138,0.006715596330275229,0.66,33
55500,0.005771531531531532,0.0053513513513513515,0.006558558558558559,0.68,34
56500,0.005781238938053098,0.005398230088495575,0.0065486725663716815,0.74,37
57500,0.005847304347826088,0.005252173913043478,0.006626086956521739,0.66,33
58500,0.005756581196581198,0.005128205128205128,0.006427350427350428,0.54,27
59500,0.005735126050420167,0.0050756302521008404,0.006336134453781513,0.84,42
60500,0.005868429752066116,0.005256198347107438,0.00656198347107438,0.7,35
61500,0.005723577235772358,0.005235772357723577,0.006341463414634147,0.68,34
62500,0.00571712,0.005168,0.00632,0.54,27
63500,0.00578204724409449,0.005102362204724409,0.006488188976377953,0.7,35
64500,0.005774573643410853,0.004992248062015504,0.006372093023255814,0.68,34
65500,0.005861679389312977,0.005374045801526717,0.006534351145038168,0.78,39
66500,0.005790676691729324,0.0050977443609022555,0.0065413533834586465,0.72,36
67500,0.00575288888888889,0.005244444444444445,0.00637037037037037,0.7,35
68500,0.005883795620437957,0.005197080291970803,0.0063357664233576645,0.62,31
69500,0.0057277697841726614,0.005050359712230216,0.006431654676258993,0.76,38
70500,0.005781276595744682,0.0052624113475177306,0.006468085106382979,0.66,33
71500,0.005745174825174826,0.005174825174825175,0.006447552447552448,0.68,34
72500,0.005744000000000002,0.005062068965517241,0.0063862068965517245,0.74,37
73500,0.005783673469387755,0.00527891156462585,0.006312925170068027,0.64,32
74500,0.005827114093959732,0.005409395973154363,0.006348993288590604,0.72,36
75500,0.00575523178807947,0.005298013245033113,0.006185430463576159,0.78,39
76500,0.0057435294117647055,0.00530718954248366,0.006196078431372549,0.76,38
77500,0.005785806451612903,0.005238709677419355,0.006245161290322581,0.68,34
78500,0.005745987261146496,0.005375796178343949,0.006254777070063694,0.84,42
79500,0.005771320754716982,0.005270440251572327,0.00640251572327044,0.78,39
80500,0.005801490683229813,0.005254658385093168,0.0063975155279503105,0.64,32
81500,0.005828220858895707,0.005263803680981595,0.006404907975460123,0.68,34
82500,0.005797818181818182,0.005333333333333333,0.006375757575757575,0.8,40
83500,0.0057408383233532945,0.005305389221556886,0.006227544910179641,0.8,40
84500,0.005800236686390533,0.005408284023668639,0.006248520710059172,0.78,39
85500,0.005818947368421051,0.005064327485380117,0.006245614035087719,0.8,40
86500,0.005766705202312139,0.005179190751445087,0.006242774566473989,0.8,40
87500,0.0057549714285714286,0.005222857142857143,0.006331428571428571,0.78,39
88500,0.005814237288135592,0.005355932203389831,0.0063615819209039545,0.78,39
89500,0.005775195530726257,0.004994413407821229,0.006379888268156424,0.76,38
90500,0.005812596685082874,0.005348066298342541,0.00630939226519337,0.8,40
91500,0.005747978142076503,0.005289617486338798,0.0063934426229508194,0.78,39
92500,0.005783567567567568,0.005243243243243243,0.006454054054054054,0.88,44
93500,0.005826737967914439,0.005240641711229946,0.006577540106951872,0.76,38
94500,0.005805291005291004,0.005291005291005291,0.006232804232804233,0.82,41
95500,0.005807958115183246,0.005455497382198953,0.006240837696335079,0.86,43
96500,0.005814507772020725,0.005243523316062176,0.006248704663212435,0.9,45
97500,0.005772923076923077,0.0054974358974358975,0.006153846153846154,0.94,47
98500,0.005797969543147208,0.005380710659898477,0.006487309644670051,0.8,40
99500,0.005804824120603015,0.005296482412060302,0.006201005025125628,0.8,40
100500,0.005798407960199006,0.005373134328358209,0.006258706467661692,0.78,39
101500,0.005779113300492611,0.005300492610837438,0.006433497536945813,0.64,32
102500,0.005798048780487805,0.005297560975609756,0.0061951219512195125,0.82,41
103500,0.005775458937198068,0.0050917874396135265,0.006280193236714976,0.72,36
104500,0.005830430622009569,0.0053110047846889955,0.0063444976076555025,0.82,41
105500,0.005807014218009478,0.0052701421800947865,0.006265402843601896,0.68,34
