n,ro_mean,ro_min,ro_max,valid_rate,valid_count
500,0.23027999999999998,0.19,0.304,0.4,20
1500,0.23245333333333335,0.20733333333333334,0.258,0.72,36
2500,0.23446399999999998,0.214,0.2548,0.72,36
3500,0.23312000000000002,0.21542857142857144,0.252,0.86,43
4500,0.23184000000000002,0.22044444444444444,0.24866666666666667,0.94,47
5500,0.23131999999999997,0.21709090909090908,0.24345454545454545,0.92,46
6500,0.23308307692307692,0.2206153846153846,0.2433846153846154,0.98,49
7500,0.23189600000000002,0.2216,0.2432,1.0,50
8500,0.2323341176470588,0.22258823529411764,0.2484705882352941,0.96,48
9500,0.23248842105263157,0.22347368421052632,0.24126315789473685,1.0,50
10500,0.23349904761904763,0.22485714285714287,0.24257142857142858,1.0,50
11500,0.23140869565217392,0.2217391304347826,0.2411304347826087,1.0,50
12500,0.23317439999999998,0.22728,0.24168,1.0,50
13500,0.2329674074074074,0.22577777777777777,0.24096296296296296,1.0,50
14500,0.23182206896551727,0.22641379310344828,0.23979310344827587,1.0,50
15500,0.2326903225806452,0.22483870967741937,0.23916129032258066,1.0,50
16500,0.23231272727272725,0.22187878787878787,0.2403030303030303,1.0,50
17500,0.23246628571428574,0.22394285714285714,0.23914285714285713,1.0,50
18500,0.23296324324324322,0.22735135135135134,0.23983783783783783,1.0,50
19500,0.23280410256410256,0.22748717948717948,0.2376923076923077,1.0,50
20500,0.23342341463414634,0.22634146341463415,0.23936585365853658,1.0,50
21500,0.23235441860465117,0.22888372093023257,0.23855813953488372,1.0,50
22500,0.23303022222222222,0.2270222222222222,0.238,1.0,50
23500,0.23297276595744681,0.22825531914893618,0.23693617021276595,1.0,50
24500,0.23337306122448975,0.2263673469387755,0.23877551020408164,1.0,50
25500,0.23337960784313727,0.22725490196078432,0.24074509803921568,1.0,50
26500,0.2332,0.22750943396226414,0.23694339622641508,1.0,50
27500,0.23199200000000006,0.22727272727272727,0.2414909090909091,1.0,50
28500,0.2333571929824561,0.22901754385964912,0.23873684210526316,1.0,50
29500,0.23271593220338985,0.22738983050847458,0.23911864406779662,1.0,50
30500,0.2331095081967213,0.22691803278688524,0.23668852459016393,1.0,50
31500,0.23255047619047622,0.22917460317460317,0.23622222222222222,1.0,50
32500,0.23267569230769233,0.22836923076923077,0.2372923076923077,1.0,50
33500,0.23273611940298505,0.22722388059701493,0.23704477611940297,1.0,50
34500,0.23254724637681157,0.22544927536231885,0.23594202898550726,1.0,50
35500,0.23263436619718308,0.22661971830985916,0.2383380281690141,1.0,50
36500,0.23235616438356163,0.2277808219178082,0.23824657534246577,1.0,50
37500,0.23243786666666671,0.22973333333333334,0.23562666666666668,1.0,50
38500,0.2326825974025974,0.22877922077922078,0.2368831168831169,1.0,50
39500,0.2324481012658228,0.22863291139240507,0.23658227848101265,1.0,50
40500,0.232917037037037,0.2285185185185185,0.23639506172839506,1.0,50
41500,0.23254506024096383,0.22778313253012047,0.23706024096385542,1.0,50
42500,0.2326701176470588,0.22828235294117646,0.23625882352941177,1.0,50
43500,0.2330013793103448,0.22829885057471264,0.23639080459770115,1.0,50
44500,0.23279595505617973,0.22977528089887642,0.23564044943820225,1.0,50
45500,0.23307208791208786,0.22813186813186814,0.23843956043956044,1.0,50
46500,0.2325595698924731,0.22812903225806452,0.23638709677419356,1.0,50
47500,0.23314947368421052,0.23004210526315788,0.2367578947368421,1.0,50
48500,0.23286927835051544,0.229340206185567,0.23595876288659795,1.0,50
49500,0.23283555555555557,0.22995959595959595,0.2354141414141414,1.0,50
50500,0.23249188118811884,0.22902970297029704,0.2395049504950495,1.0,50
51500,0.23268699029126214,0.22976699029126213,0.2367766990291262,1.0,50
52500,0.2330281904761905,0.22906666666666667,0.23563809523809523,1.0,50
53500,0.23223476635514018,0.2285607476635514,0.2349532710280374,1.0,50
54500,0.23264990825688078,0.22748623853211009,0.23508256880733944,1.0,50
55500,0.23254306306306308,0.2301981981981982,0.23540540540540542,1.0,50
56500,0.23274690265486725,0.2263362831858407,0.2368141592920354,1.0,50
57500,0.2325137391304348,0.22881739130434783,0.23652173913043478,1.0,50
58500,0.2322242735042735,0.22923076923076924,0.23570940170940172,1.0,50
59500,0.23281042016806727,0.2302016806722689,0.23721008403361343,1.0,50
60500,0.23248297520661157,0.22887603305785123,0.23570247933884297,1.0,50
61500,0.2330113821138211,0.22946341463414635,0.2363739837398374,1.0,50
62500,0.23286175999999997,0.228832,0.235824,1.0,50
63500,0.23234425196850395,0.22889763779527558,0.23554330708661417,1.0,50
64500,0.23246511627906974,0.2302325581395349,0.235968992248062,1.0,50
65500,0.23256030534351146,0.2296030534351145,0.23580152671755725,1.0,50
66500,0.23314285714285712,0.2291127819548872,0.23603007518796992,1.0,50
67500,0.23285955555555554,0.22877037037037037,0.2349037037037037,1.0,50
68500,0.23279503649635036,0.2303211678832117,0.23594160583941606,1.0,50
69500,0.23310417266187053,0.22979856115107913,0.23633093525179857,1.0,50
70500,0.23249333333333333,0.22947517730496453,0.23486524822695035,1.0,50
71500,0.2324995804195804,0.22974825174825175,0.2351048951048951,1.0,50
72500,0.2333975172413793,0.22907586206896552,0.23577931034482758,1.0,50
73500,0.23278666666666667,0.2308027210884354,0.23527891156462585,1.0,50
74500,0.23297342281879196,0.22990604026845637,0.23536912751677852,1.0,50
75500,0.23221112582781459,0.22805298013245034,0.2352980132450331,1.0,50
76500,0.23264418300653594,0.229437908496732,0.23545098039215687,1.0,50
77500,0.23249961290322582,0.23012903225806453,0.23414193548387097,1.0,50
78500,0.2328173248407643,0.23031847133757963,0.235656050955414,1.0,50
79500,0.23263396226415092,0.23045283018867924,0.2349182389937107,1.0,50
80500,0.23251478260869565,0.2297888198757764,0.2351304347826087,1.0,50
81500,0.23264760736196316,0.2298159509202454,0.23559509202453988,1.0,50
82500,0.23212363636363637,0.2291878787878788,0.23694545454545454,1.0,50
83500,0.23259209580838328,0.2306946107784431,0.23458682634730538,1.0,50
84500,0.23279195266272193,0.23098224852071006,0.23500591715976332,1.0,50
85500,0.23301146198830408,0.23046783625730993,0.23523976608187133,1.0,50
86500,0.2326980346820809,0.23072832369942198,0.23489017341040463,1.0,50
87500,0.23294262857142858,0.23118857142857144,0.23539428571428572,1.0,50
88500,0.2323231638418079,0.2284632768361582,0.23649717514124294,1.0,50
89500,0.2327991061452514,0.2316536312849162,0.23427932960893855,1.0,50
90500,0.233420773480663,0.23029834254143647,0.23666298342541436,1.0,50
91500,0.2329733333333333,0.2304153005464481,0.23512568306010928,1.0,50
92500,0.2324088648648649,0.22935135135135135,0.23556756756756755,1.0,50
93500,0.23270417112299463,0.23054545454545455,0.2350909090909091,1.0,50
94500,0.2332431746031746,0.2311111111111111,0.23525925925925925,1.0,50
