n,ro_mean,ro_min,ro_max,valid_rate,valid_count
500,0.004200000000000001,0.0,0.012,0.0,0
1500,0.004746666666666666,0.002,0.01,0.0,0
2500,0.004319999999999999,0.002,0.0072,0.06,3
3500,0.004325714285714286,0.002285714285714286,0.008,0.18,9
4500,0.004395555555555556,0.0026666666666666666,0.006888888888888889,0.32,16
5500,0.004192727272727273,0.002181818181818182,0.006727272727272728,0.26,13
6500,0.0043784615384615385,0.0026153846153846153,0.006461538461538461,0.22,11
7500,0.004437333333333333,0.0028,0.006533333333333334,0.18,9
8500,0.004449411764705882,0.003058823529411765,0.0062352941176470585,0.18,9
9500,0.004351578947368422,0.0027368421052631577,0.005789473684210527,0.2,10
10500,0.004478095238095238,0.003142857142857143,0.005714285714285714,0.18,9
11500,0.004412173913043478,0.003043478260869565,0.005391304347826087,0.34,17
12500,0.0045103999999999995,0.00336,0.00576,0.22,11
13500,0.004342222222222222,0.0027407407407407406,0.005481481481481481,0.34,17
14500,0.004339310344827586,0.00296551724137931,0.0058620689655172415,0.26,13
15500,0.0043561290322580645,0.002967741935483871,0.0056129032258064515,0.28,14
16500,0.00443030303030303,0.00296969696969697,0.005393939393939394,0.38,19
17500,0.004356571428571428,0.0036,0.0054285714285714284,0.28,14
18500,0.0043383783783783785,0.0035675675675675674,0.005243243243243243,0.38,19
19500,0.004419487179487179,0.0034871794871794873,0.005487179487179487,0.4,20
20500,0.004421463414634147,0.003658536585365854,0.00526829268292683,0.38,19
21500,0.004428837209302325,0.003302325581395349,0.005348837209302326,0.46,23
22500,0.004375111111111111,0.003511111111111111,0.005288888888888889,0.44,22
23500,0.00450468085106383,0.0034468085106382977,0.005829787234042553,0.44,22
24500,0.004299591836734694,0.0032653061224489797,0.005510204081632653,0.3,15
25500,0.004421960784313725,0.0034509803921568627,0.005411764705882353,0.38,19
26500,0.004379622641509434,0.003471698113207547,0.005094339622641509,0.5,25
27500,0.004418909090909091,0.0034545454545454545,0.005018181818181818,0.32,16
28500,0.004392280701754386,0.0033333333333333335,0.005859649122807018,0.46,23
29500,0.004386440677966102,0.0036271186440677964,0.005186440677966101,0.32,16
30500,0.004384918032786885,0.00380327868852459,0.0051147540983606556,0.42,21
31500,0.004376507936507936,0.0034285714285714284,0.00526984126984127,0.62,31
32500,0.004380307692307693,0.0034153846153846153,0.005630769230769231,0.46,23
33500,0.004412537313432836,0.0037611940298507463,0.004985074626865671,0.44,22
34500,0.004303188405797101,0.003536231884057971,0.005478260869565217,0.52,26
35500,0.004428169014084506,0.0036901408450704227,0.005352112676056338,0.44,22
36500,0.004446027397260274,0.0036438356164383563,0.00536986301369863,0.44,22
37500,0.0043242666666666665,0.0038666666666666667,0.005093333333333333,0.46,23
38500,0.004343896103896103,0.0037402597402597403,0.005064935064935065,0.58,29
39500,0.004287594936708861,0.003721518987341772,0.005139240506329114,0.48,24
40500,0.004352592592592592,0.003580246913580247,0.004839506172839506,0.58,29
41500,0.00435710843373494,0.0035903614457831324,0.004939759036144578,0.58,29
42500,0.004384,0.0037647058823529413,0.0051529411764705884,0.46,23
43500,0.004293333333333333,0.003586206896551724,0.004896551724137931,0.56,28
44500,0.004426966292134832,0.0035730337078651686,0.005123595505617978,0.52,26
45500,0.004305054945054945,0.0037802197802197803,0.0050989010989010985,0.52,26
46500,0.004410752688172043,0.0037419354838709677,0.005376344086021506,0.58,29
47500,0.004416421052631579,0.003789473684210526,0.005157894736842105,0.54,27
48500,0.004376907216494846,0.0036082474226804126,0.005237113402061856,0.52,26
49500,0.004442424242424242,0.003898989898989899,0.004969696969696969,0.7,35
50500,0.004382574257425743,0.0038217821782178217,0.005089108910891089,0.52,26
51500,0.004415145631067961,0.0038058252427184466,0.0054174757281553396,0.44,22
52500,0.004421714285714287,0.003580952380952381,0.004952380952380952,0.62,31
53500,0.004421682242990654,0.0035700934579439253,0.00508411214953271,0.56,28
54500,0.004377614678899082,0.003779816513761468,0.004862385321100917,0.48,24
55500,0.004412972972972972,0.0037837837837837837,0.004954954954954955,0.6,30
56500,0.004413097345132743,0.0037168141592920354,0.005044247787610619,0.7,35
57500,0.004484173913043479,0.0038782608695652173,0.005252173913043478,0.54,27
58500,0.0044225641025641025,0.0037094017094017094,0.00505982905982906,0.54,27
59500,0.004328403361344538,0.0036974789915966387,0.00492436974789916,0.48,24
60500,0.004502809917355372,0.003884297520661157,0.005355371900826447,0.5,25
