trial,issue,stage_n,stage_fraction,positive_count,estimate,half_width,relative_change,relative_margin,is_stop,full_data_rate_evaluation_only
0,Cookie security,496689,0.02000000644266539,155644,0.3133630903845263,0.0012770454628588035,inf,0.0040752899816367885,False,0.3127721170461571
0,Cookie security,993378,0.04000001288533078,310924,0.3129966639084014,0.0008934612505515268,0.0011707040948913353,0.0028545392126383766,True,0.3127721170461571
0,Clickjacking,496689,0.02000000644266539,91908,0.18504134377850123,0.0010691066737056958,inf,0.005777663801368851,False,0.18477785810528782
0,Clickjacking,993378,0.04000001288533078,183450,0.18467290397008992,0.0007476424838101986,0.0019950940310711836,0.004048468766870578,True,0.18477785810528782
0,CORS,496689,0.02000000644266539,1364,0.0027461852386503425,0.00014407433793693248,inf,0.052463444894103414,False,0.0028003850458971457
0,CORS,993378,0.04000001288533078,2799,0.002817658534817562,0.00010213107769002613,0.025366202215076874,0.03624679017276269,True,0.0028003850458971457
