k,n,ro_mean,ro_min,ro_max,valid_rate,valid_count
999,501,0.001518562874251497,0.0,0.006,0.0,0
998,502,0.0017964071856287425,0.0,0.005988023952095809,0.0,0
997,502,0.0011564122750514908,0.0,0.00796812749003984,0.0,0
996,503,0.0019920318725099597,0.0,0.0099601593625498,0.0,0
995,503,0.002268381741423966,0.0,0.009940357852882704,0.0,0
994,504,0.0016697434440973208,0.0,0.007952286282306162,0.0,0
993,504,0.0014293603458613397,0.0,0.005952380952380952,0.0,0
992,505,0.0013492063492063489,0.0,0.005952380952380952,0.0,0
991,505,0.0014271570014144272,0.0,0.005940594059405941,0.0,0
990,506,0.0018611513325245568,0.0,0.007920792079207921,0.0,0
989,506,0.0016224318083982309,0.0,0.005940594059405941,0.0,0
988,507,0.0015810276679841897,0.0,0.007905138339920948,0.0,0
987,507,0.0018156870999680363,0.0,0.007889546351084813,0.0,0
986,508,0.001735311932162326,0.0,0.005917159763313609,0.0,0
985,508,0.0014578577086148254,0.0,0.005917159763313609,0.0,0
984,509,0.0018894543879461039,0.0,0.005905511811023622,0.0,0
983,509,0.001807775010441966,0.0,0.007858546168958742,0.0,0
982,510,0.0012567510304711278,0.0,0.003929273084479371,0.0,0
981,510,0.0014518278824299858,0.0,0.005893909626719057,0.0,0
980,511,0.0015287978204980624,0.0,0.00784313725490196,0.0,0
979,511,0.0016843559341544834,0.0,0.0058823529411764705,0.0,0
977,512,0.0013673403864970645,0.0,0.0078125,0.0,0
978,512,0.001212313478473581,0.0,0.007827788649706457,0.0,0
975,513,0.0016769462719298245,0.0,0.005847953216374269,0.0,0
976,513,0.0017565941764132553,0.0,0.005847953216374269,0.0,0
974,514,0.001597454509598683,0.0,0.005847953216374269,0.0,0
973,514,0.0015178889723227221,0.0,0.005836575875486381,0.0,0
972,515,0.0014001737750746102,0.0,0.005836575875486381,0.0,0
971,515,0.0018254693815873977,0.0,0.005825242718446602,0.0,0
970,516,0.002095807932565666,0.0,0.013592233009708738,0.0,0
969,516,0.0016280574998118462,0.0,0.005813953488372093,0.0,0
968,517,0.0015868981752207877,0.0,0.005802707930367505,0.0,0
967,518,0.0013538905028266733,0.0,0.005802707930367505,0.0,0
966,518,0.001390633518293093,0.0,0.007722007722007722,0.0,0
965,519,0.001698544126289791,0.0,0.005791505791505791,0.0,0
964,519,0.0015038572842041048,0.0,0.007722007722007722,0.0,0
962,520,0.0015008892841262783,0.0,0.011538461538461539,0.0,0
963,520,0.0013867644879205574,0.0,0.005780346820809248,0.0,0
961,521,0.001422633987893105,0.0,0.005758157389635317,0.0,0
960,521,0.0013819577735124761,0.0,0.007677543186180422,0.0,0
959,522,0.0016110338944411353,0.0,0.005758157389635317,0.0,0
958,522,0.0012646619748347195,0.0,0.007662835249042145,0.0,0
957,523,0.001646117667743566,0.0,0.007662835249042145,0.0,0
956,524,0.0016826003824091775,0.0,0.0057361376673040155,0.0,0
955,524,0.001642753929911112,0.0,0.009541984732824428,0.0,0
954,525,0.0017170483460559795,0.0,0.0057251908396946565,0.0,0
953,525,0.001562486368593239,0.0,0.005714285714285714,0.0,0
952,526,0.0014472569255839219,0.0,0.007619047619047619,0.0,0
951,526,0.0015594423320659063,0.0,0.005703422053231939,0.0,0
950,527,0.001254247804849893,0.0,0.005703422053231939,0.0,0
949,527,0.001404535320812981,0.0,0.0056925996204933585,0.0,0
947,528,0.0019318900580760161,0.0,0.007575757575757576,0.0,0
948,528,0.0014414783508711405,0.0,0.0056925996204933585,0.0,0
946,529,0.0012109039353840865,0.0,0.005671077504725898,0.0,0
945,530,0.0018145307985875806,0.0,0.007561436672967864,0.0,0
944,530,0.0016995398937118805,0.0,0.005671077504725898,0.0,0
943,531,0.0018110364922005473,0.0,0.011320754716981131,0.0,0
942,531,0.0018083359982944249,0.0,0.005660377358490566,0.0,0
941,532,0.0015803633377228382,0.0,0.005639097744360902,0.0,0
940,532,0.001993118389193322,0.0,0.007518796992481203,0.0,0
